"Nm.Produto","Vl.Venda","Qt.Quebra","Vl.Quebra","Qt.Desvio","Vl.Desvio","Vl.Devolução","Vl.Rentab.Final"
"ABOBORA MORANGA KG","","","","0,300","0,50","","-0,50"
"ABOBRINHA KG","80,42","1,650","5,94","0,235","0,47","","28,80"
"ABOBORA CABOTIA KG","10,79","2,550","6,94","0,115","0,31","","-3,82"
"BATATA ROSA KG","14,94","0,480","1,20","0,010","0,03","","2,47"
"BANANA CATURRA KG","1.516,29","0,650","2,34","","","","475,19"
"OVOS VERMELHOS NEGOSEK 12UN","358,49","","","","","","115,49"
"MACA GALA/FUJI KG","354,25","1,650","13,18","","","","105,01"
"MILHO VERDE BDJ 1UN","283,59","1","3,61","","","","69,60"
"LIMAO KG","277,96","0,250","0,75","","","","120,84"
"OVOS VERMELHOS NEGOSEK GRANDE 20UN","257,81","","","","","","40,81"
"OVOS VERMELHOS DROSCZAKA 12UN","255,49","","","","","","80,41"
"OVOS VERMELHOS DROSCZAKA 30UN","203,88","","","","","","18,84"
"CEBOLA KG","189,87","2,650","5,44","","","","68,13"
"ALHO KG","170,56","","","","","","68,39"
"UVA THOMPSON 500GR","164,89","","","","","","76,78"
"UVA ITALIA 500GR","155,88","","","","","","54,26"
"MORANGO BDJ 500GR","134,91","","","","","","44,91"
"ALFACE CRESPA 1UN","132,62","4","10,00","","","","27,62"
"MORANGO BDJ 200GR","116,87","1","6,25","","","","29,37"
"ABACAXI PEROLA 1UN","107,88","","","","","","47,88"
"REPOLHO 1UN","100,75","6","18,30","","","","6,20"
"LARANJA BAHIA KG","96,76","0,300","3,35","","","","32,63"
"OVOS VERMELHOS NEGOSEK 6UN","89,85","","","","","","31,35"
"BROCOLIS AMERICANO 1UN","79,84","","","","","","21,12"
"ALHO PRISA FIGURA 150GR","78,21","","","","","","25,66"
"SALSINHA VERDE 1UN","77,74","1","1,96","","","","25,01"
"COUVE FLOR 1UN","69,90","","","","","","26,30"
"UVA VITORIA 500GR","69,30","","","","","","24,64"
"CEBOLA REDE PRISA 1KG","63,92","","","","","","29,52"
"COCO VERDE 1UN","59,40","1","7,51","","","","6,83"
"MELAO CAIPIRA KG","53,11","15,500","116,25","","","","-96,37"
"ALFACE AMERICANA 1UN","38,71","","","","","","13,71"
"COCO SECO KG","33,70","","","","","","11,36"
"ALHO AGRO NASCENTE 500GR","29,98","","","","","","10,80"
"UVA ROSADA BJ500GR","27,88","","","","","","12,97"
"CEBOLINHA VERDE 1UN","17,91","","","","","","5,46"
"CEBOLA BRANCA KG","16,94","","","","","","5,64"
"RUCULA 1UN","15,96","2","6,00","","","","-0,04"
"TOMATE CEREJA 250GR","13,98","","","","","","7,98"
"ALHO SUPER NATURAL 150GR","13,98","","","","","","4,60"
"ALFACE ROXA 1UN","11,37","2","5,00","","","","-1,13"
"CEBOLA REDE AGRO NASCENTE 500GR","10,47","","","","","","4,62"
"ALHO AGRO NASCENTE 150GR","7,99","","","","","","2,67"
"COUVE MANTEIGA 1UN","7,98","5","15,00","","","","-13,02"
"ESCAROLA 1UN","4,49","1","3,00","","","","-1,51"
"SALSINHA PICADA 1UN","2,23","","","","","","0,48"
".MACA NECTAR PC850GR","","","","","","",""
"UVA BRASIL BDJ 500GR","","","","","","",""
"ALFACE LISA 1UN","","1","2,50","","","","-2,50"
,"10.419,31",,"558,72",,"849,16","0,00","2.295,15"
