"Nm.Produto","Vl.Venda","Qt.Quebra","Vl.Quebra","Qt.Desvio","Vl.Desvio","Vl.Devolução","Vl.Rentab.Final"
"SALSINHA VERDE 1UN","281,06","","","4","4,00","","183,06"
"MORGOTE KG","110,49","2,060","9,64","0,330","1,78","","40,91"
"BATATA SALSA KG","16,15","","","0,410","1,64","","3,34"
"ABOBORA CABOTIA KG","10,03","","","0,380","0,90","","3,14"
"LARANJA BAHIA KG","95,95","1,060","6,36","0,120","0,72","","50,47"
"BERINGELA KG","11,05","0,720","2,10","0,190","0,55","","3,03"
"ABOBORA MORANGA KG","12,66","","","0,210","0,42","","3,77"
"MACA VERDE KG","10,54","","","0,030","0,38","","2,38"
"BANANA CATURRA KG","1.962,56","7,620","22,86","","","","756,35"
"MAMAO KG","1.325,51","26,780","168,99","","","","473,22"
"OVOS VERMELHOS NEGOSEK GRANDE 20UN","1.289,14","","","","","","367,14"
"MACA GALA/FUJI KG","1.098,89","6,900","75,96","","","","87,85"
"MELANCIA KG","807,61","0,880","0,88","","","","476,93"
"MORANGO BDJ 500GR","554,63","3","30,00","","","","154,63"
"OVOS VERMELHOS NEGOSEK 12UN","549,50","","","","","","199,50"
"OVOS VERMELHOS DROSCZAKA 12UN","485,10","","","","","","133,77"
"UVA THOMPSON 500GR","427,66","","","","","","127,81"
"ALFACE CRESPA 1UN","374,43","","","","","","108,18"
"CEBOLA KG","361,57","1,430","2,75","","","","160,05"
"MORANGO BDJ 200GR","303,62","","","","","","113,62"
"LIMAO KG","267,99","0,920","2,35","","","","137,33"
"ALHO KG","263,57","","","","","","103,57"
"ALFACE AMERICANA 1UN","259,48","","","","","","129,48"
"OVOS BRANCOS NEGOSEK 12UN","217,80","","","","","","75,70"
"UVA VITORIA 500GR","198,00","","","","","","64,78"
"MARACUJA KG","180,87","0,620","5,58","","","","74,08"
"PITAYA 1UN","179,64","","","","","","72,57"
"BROCOLIS/COUVE FLOR BJ1UN","167,76","","","","","","55,51"
"MELAO AMARELO KG","158,47","0,160","0,48","","","","77,50"
"COUVE FLOR 1UN","154,28","1","5,43","","","","29,34"
"ALFACE LISA 1UN","152,51","","","","","","42,51"
"OVOS VERMELHOS NEGOSEK 6UN","145,67","","","","","","51,92"
"COUVE MANTEIGA 1UN","139,90","","","","","","34,90"
"ALHO PRISA FIGURA 150GR","134,85","","","","","","46,50"
"UVA ISIS BDJ 500GR","129,90","","","","","","66,10"
"ALFACE ROXA 1UN","125,07","","","","","","42,57"
"LIMAO SICILIANO KG","124,31","0,400","6,30","","","","2,89"
"ABACAXI GRANDE 1UN","118,80","2","12,00","","","","34,80"
"RUCULA 1UN","115,71","","","","","","28,71"
"TOMATE CEREJA BDJ 300G 1UN","99,75","","","","","","37,25"
"VAGEM BDJ 1UN","89,82","","","","","","42,62"
"CEBOLA REDE PRISA 1KG","79,90","","","","","","36,90"
"MINI MELANCIA KG","78,70","","","","","","21,97"
"BATATA SALSA BDJ 500GR","77,88","","","","","","21,48"
"MIRTILO 1UN","74,05","1","9,75","","","","13,90"
"REPOLHO 1UN","73,83","","","","","","34,23"
"PIMENTAO AMARELO KG","69,72","0,330","2,18","","","","28,74"
"PEPINO KG","63,72","2,320","6,17","","","","21,21"
"PIMENTAO VERDE KG","59,00","","","","","","35,16"
"PIMENTAO VERMELHO KG","56,57","","","","","","21,78"
"MANJERICAO BDJ 30GR","55,93","2","8,14","","","","19,36"
"COGUMELO PARIS 300GR","53,97","1","12,65","","","","3,37"
"ALHO AGRO NASCENTE 150GR","47,94","","","","","","17,10"
"BETERRABA MACO UN","47,92","","","","","","15,92"
"ERVILHA BDJ 200GR","38,97","","","","","","7,83"
"UVA BRASIL BDJ 500GR","29,98","","","","","","12,28"
"CENOURA BDJ 500GR","27,99","","","","","","10,49"
"REPOLHO ROXO 1UN","24,95","","","","","","11,85"
"CEREJA NATUA BDJ 250GR","19,90","8","117,04","","","","-111,77"
"UVA ROSADA BJ500GR","19,80","1","5,80","","","","2,40"
"CEBOLA REDE AGRO NASCENTE 500GR","17,67","","","","","","7,92"
"ALHO AGRO NASCENTE 500GR","14,99","","","","","","5,40"
"MIX PIMENTAO BDJ 300GR","14,99","","","","","","4,54"
"PHYSALIS 1UN","13,99","","","","","","4,23"
"ESCAROLA 1UN","13,47","","","","","","4,47"
"PIMENTA DEDO MOCA BDJ 150GR 1UN","12,99","","","","","","6,03"
".MACA NECTAR PC850GR","11,99","","","","","","4,99"
"QUIABO BDJ 200GR 1UN","11,99","","","","","","3,86"
"ACELGA UN 1UN","11,98","","","","","","3,98"
"COCO SECO KG","11,29","","","","","","3,80"
"COCO VERDE 1UN","9,90","4","28,80","","","","-26,10"
"BATATA ROSA KG","8,94","","","","","","3,56"
"SALSINHA PICADA 1UN","8,92","","","","","","4,12"
"VAGEM VERDE PRUST BDJ 1UN","8,78","","","","","","2,78"
"REPOLHO PICADO 1UN","7,78","","","","","","5,44"
"CEBOLINHA PICADA 1UN","2,23","","","","","","1,03"
"MELAO SAPO KG","","3,110","11,20","","","","-11,20"
"COGUMELO SHITAKE 200GR","","1","15,17","","","","-15,17"
"BATATA INHAME BDJ 300GR 1UN","","","","","","",""
"ACAFRAO BDJ 150GR 1UN","","","","","","",""
"PIMENTA CAMBUCI BDJ 200GR 1GR","","","","","","",""
"HORTELA BDJ 30GR 1UN","","2","8,14","","","","-8,14"
"ALFAVACA BDJ 30GR 1UN","","1","4,07","","","","-4,07"
"VAGEM VERDE BDJ 200GR 1UN","","","","","","",""
"SALVIA BDJ 30GR","","","","","","",""
,"25.117,07",,"1.429,39",,"2.101,13","0,00","5.919,72"
