"Nm.Produto","Vl.Venda","Qt.Quebra","Vl.Quebra","Qt.Desvio","Vl.Desvio","Vl.Devolução","Vl.Rentab.Final"
"CHUCHU KG","96,30","0,280","1,16","","","","68,18"
"KIWI BDJ 1UN","90,93","","","","","","31,22"
"UVA ISIS BDJ 500GR","90,93","","","","","","30,03"
"PIMENTAO VERDE KG","83,70","0,130","0,75","","","","24,45"
"REPOLHO ROXO 1UN","69,90","","","","","","19,50"
"MIRTILO 1UN","59,70","","","","","","14,67"
"MANJERICAO BDJ 30GR","55,93","","","","","","31,69"
"COGUMELO PARIS 300GR","53,97","","","","","","16,03"
"COUVE MANTEIGA 1UN","51,87","1","2,50","","","","22,87"
"ALHO AGRO NASCENTE 500GR","44,97","","","","","","18,84"
"CEBOLA BRANCA KG","42,21","","","","","","5,39"
"ESPINAFRE 1UN","39,92","","","","","","7,92"
"PONKAN KG","35,50","0,860","3,44","","","","4,98"
"CENOURA BDJ 500GR","32,89","","","","","","7,59"
"ALECRIM BDJ 50GR","31,96","","","","","","15,64"
"HORTELA BDJ 30GR 1UN","27,96","1","4,08","","","","8,64"
"ERVILHA BDJ 200GR","25,98","","","","","","3,00"
"PEPINO KG","21,93","0,110","0,38","","","","8,81"
"ALFAVACA BDJ 30GR 1UN","15,98","","","","","","7,74"
"CEBOLA REDE AGRO NASCENTE 500GR","13,96","","","","","","4,76"
"QUIABO BDJ 200GR 1UN","11,99","","","","","","3,84"
"RABANETE UN 1UN","6,99","","","","","","3,99"
"UVA NUBIA BDJ 500GR","","","","","","",""
,"29.601,41",,"530,08",,"493,48","55,35","8.599,90"
