"Nm.Produto","Vl.Venda","Qt.Quebra","Vl.Quebra","Qt.Desvio","Vl.Desvio","Vl.Devolução","Vl.Rentab.Final"
"ALFACE CRESPA 1UN","340,08","2","4,00","","","","153,04"
"LIMAO KG","320,36","6,030","19,48","","","","112,36"
"KIWI BDJ 1UN","266,78","","","","","","100,18"
"MILHO VERDE BDJ 1UN","255,68","1","5,50","","","","74,18"
"RUCULA 1UN","243,39","","","","","","60,39"
"ALFACE HIDROPONICA 1UN","241,56","","","","","","96,00"
"ALHO KG","230,70","","","","","","101,17"
"SALSINHA VERDE 1UN","227,18","","","","","","145,18"
"UVA ITALIA 500GR","181,86","1","6,96","","","","77,46"
"ABACATE KG","174,20","0,470","1,23","","","","81,77"
"MELAO AMARELO KG","170,06","2,100","8,32","","","","49,32"
"BROCOLIS/COUVE FLOR BJ1UN","167,76","","","","","","48,47"
"ALFACE ROXA 1UN","162,97","","","","","","76,97"
"OVOS VERMELHOS NEGOSEK 6UN","162,25","","","","","","43,50"
"ALFACE LISA 1UN","153,60","","","","","","34,60"
"KIWI KG","152,06","","","","","","83,86"
"COUVE FLOR 1UN","139,80","","","","","","28,28"
"ABACAXI PEROLA 1UN","137,80","","","","","","41,80"
"UVA ROSADA BJ500GR","134,78","","","","","","48,94"
"UVA ISIS BDJ 500GR","129,90","","","","","","31,30"
"ALHO PRISA FIGURA 150GR","107,88","","","","","","37,20"
"TOMATE CEREJA BDJ 500GR","99,90","","","","","","39,90"
"UVA RUBI BDJ 500GR","97,93","","","","","","40,28"
"MACA PINK KG","76,41","","","","","","6,97"
"CEBOLINHA VERDE 1UN","65,67","","","","","","26,07"
"CEBOLA REDE PRISA 1KG","63,92","","","","","","29,52"
"PIMENTAO AMARELO KG","62,61","0,540","5,96","","","","22,73"
"MORGOTE KG","49,55","0,820","5,70","","","","9,02"
"ALHO PORO 1UN","35,94","","","","","","12,84"
"REPOLHO ROXO 1UN","35,94","","","","","","9,09"
"LIMAO SICILIANO KG","35,23","0,360","5,67","","","","1,67"
"MINI MELANCIA KG","34,60","","","","","","10,09"
"CENOURA BDJ 500GR","33,88","","","","","","6,28"
"LARANJA PCT 3KG","29,98","","","","","","9,98"
"ALHO AGRO NASCENTE 500GR","29,98","","","","","","10,80"
"CANJA C/ARROZ INTEGRAL VAPZA 500GR","24,99","","","","","","8,75"
"MAMAO PEDAÇOS KG","23,89","","","","","","5,71"
"ESPINAFRE 1UN","22,95","","","","","","3,95"
"COGUMELO PARIS 300GR","17,99","","","","","","5,35"
"ALECRIM BDJ 50GR","15,98","","","","","","7,69"
"HORTELA BDJ 30GR 1UN","13,98","","","","","","5,83"
"ERVILHA BDJ 200GR","12,99","","","","","","2,47"
"PIMENTA DEDO MOCA BDJ 150GR 1UN","12,99","","","","","","5,97"
"QUIABO BDJ 200GR 1UN","11,99","","","","","","3,81"
"ABOBRINHA BRASILEIRINHA KG","11,99","","","","","","3,99"
"ESCAROLA 1UN","8,98","1","3,00","","","","-0,02"
"MANJERICAO BDJ 30GR","7,99","","","","","","3,89"
"COUVE PICADA BDJ 1UN","4,99","","","","","","1,99"
"ALFAVACA BDJ 30GR 1UN","","","","","","",""
"SALVIA BDJ 30GR","","2","8,10","","","","-8,10"
,"26.804,06",,"739,35",,"477,03","0,00","7.711,70"
